DYNA>    11600     11.60000  -7888.42932   3553.16813 -11441.59745    306.35407
DYNA>    11640     11.64000  -7887.33006   3528.69664 -11416.02669    304.24414
DYNA>    11680     11.68000  -7886.46792   3535.09455 -11421.56247    304.79577
DYNA>    11720     11.72000  -7883.10663   3453.78803 -11336.89466    297.78552
DYNA>    11760     11.76000  -7882.38589   3483.88523 -11366.27112    300.38050
DYNA>    11800     11.80000  -7885.54071   3525.56453 -11411.10523    303.97409
DYNA>    11800     11.80000  -7870.67862   3540.42661 -11411.10523    305.25550
DYNA>    11840     11.84000  -7872.59821   3551.50622 -11424.10444    306.21078
DYNA>    11880     11.88000  -7873.56883   3528.96982 -11402.53866    304.26769
DYNA>    11920     11.92000  -7872.72823   3510.87487 -11383.60310    302.70755
DYNA>    11960     11.96000  -7871.07565   3473.47973 -11344.55538    299.48334
