DYNA>    15360     15.36000 -10973.89523   3880.59254 -14854.48777    299.14262
DYNA>    15440     15.44000 -10963.44185   3778.85948 -14742.30134    291.30034
DYNA>    15520     15.52000 -10971.53888   3836.96786 -14808.50674    295.77973
DYNA>    15600     15.60000 -10965.73172   3746.13576 -14711.86748    288.77777
DYNA>    15680     15.68000 -10970.39975   3852.22158 -14822.62133    296.95559
DYNA>    15760     15.76000 -10967.12612   3809.41190 -14776.53802    293.65553
DYNA>    15840     15.84000 -10970.02274   3808.49241 -14778.51514    293.58464
DYNA>    15920     15.92000 -10969.33755   3826.25098 -14795.58853    294.95360
DYNA>    16000     16.00000 -10969.03397   3777.62822 -14746.66220    291.20542
DYNA>    16080     16.08000 -10968.03335   3746.97970 -14715.01305    288.84282
DYNA>    16160     16.16000 -10971.09757   3787.53562 -14758.63319    291.96915
DYNA>    16240     16.24000 -10970.24860   3823.96768 -14794.21628    294.77758
DYNA>    16320     16.32000 -10970.13280   3812.77843 -14782.91122    293.91504
DYNA>    16400     16.40000 -10971.18251   3816.82642 -14788.00893    294.22709
DYNA>    16480     16.48000 -10969.93478   3714.69311 -14684.62788    286.35395
DYNA>    16560     16.56000 -10969.93599   3771.74437 -14741.68036    290.75185
DYNA>    16640     16.64000 -10970.34487   3845.72157 -14816.06643    296.45452
DYNA>    16720     16.72000 -10968.43833   3757.02089 -14725.45922    289.61687
DYNA>    16800     16.80000 -10970.81721   3804.40964 -14775.22685    293.26992
DYNA>    16880     16.88000 -10968.97630   3807.99736 -14776.97366    293.54648
DYNA>    16960     16.96000 -10970.11921   3816.60409 -14786.72331    294.20995
DYNA>    17040     17.04000 -10970.92555   3777.29659 -14748.22214    291.17986
DYNA>    17120     17.12000 -10968.36662   3787.59241 -14755.95903    291.97353
DYNA>    17200     17.20000 -10970.88815   3846.71723 -14817.60538    296.53128
DYNA>    17280     17.28000 -10969.75771   3832.58408 -14802.34179    295.44180
DYNA>    17360     17.36000 -10971.61220   3829.14683 -14800.75903    295.17683
DYNA>    17440     17.44000 -10967.31719   3826.01286 -14793.33005    294.93524
DYNA>    17520     17.52000 -10969.87178   3759.58604 -14729.45782    289.81461
DYNA>    17600     17.60000 -10968.61149   3751.27918 -14719.89068    289.17426
DYNA>    17680     17.68000 -10971.52829   3840.74295 -14812.27124    296.07074
DYNA>    17760     17.76000 -10967.13575   3758.60819 -14725.74394    289.73923
DYNA>    17840     17.84000 -10970.80896   3781.28735 -14752.09631    291.48749
DYNA>    17920     17.92000 -10972.17627   3833.77034 -14805.94662    295.53324
