480 -930.01935 -183.82790 -1182.30462
490 -931.44334 -183.88446 -1183.89352
500 -932.44803 -183.73947 -1185.03665
510 -955.61277 -178.22338 -1222.30856
520 -965.80622 -178.46766 -1235.50015
530 -969.58599 -178.81394 -1240.13914
540 -971.97387 -179.83938 -1237.93535
550 -977.23135 -182.47206 -1236.03515
560 -981.31123 -182.20748 -1237.45672
570 -987.68416 -182.33922 -1245.70188
580 -995.55877 -177.66906 -1265.27974
590 -1011.32992 -175.07451 -1288.19291
600 -1020.40411 -174.79870 -1299.08458
610 -1027.38870 -175.92733 -1303.21771
620 -1029.87968 -175.47032 -1306.50474
630 -1033.96046 -173.13131 -1312.59669
640 -1035.86211 -176.03335 -1308.51982
650 -1037.16322 -177.74234 -1309.71221
660 -1039.26233 -176.02375 -1316.22479
670 -1041.91529 -175.48659 -1319.16224
680 -1045.29507 -174.81851 -1320.31094
690 -1047.31524 -175.24379 -1324.61582
700 -1047.99679 -175.28312 -1324.97845
710 -1048.93168 -174.89974 -1327.39626
720 -1049.81731 -175.21958 -1328.38878
730 -1051.20633 -175.07972 -1330.07338
740 -1054.33480 -174.57004 -1336.82639
750 -1057.09200 -173.44417 -1342.55455
760 -1059.62420 -172.94754 -1348.33240
770 -1062.18097 -171.74114 -1354.31213
780 -1064.49160 -172.31648 -1353.94094
790 -1066.44697 -173.06771 -1354.38380
800 -1070.18978 -175.71657 -1353.72266
810 -1071.30986 -174.85858 -1355.05997
820 -1071.95454 -174.75742 -1356.07784
830 -1073.00877 -175.08108 -1357.37743
840 -1074.39646 -176.50883 -1356.38386
850 -1076.40403 -175.58401 -1358.81727
860 -1077.72218 -174.90649 -1359.73394
870 -1078.60483 -176.49071 -1359.06892
880 -1078.95370 -176.59396 -1358.26086
890 -1080.32505 -177.68184 -1358.10003
900 -1081.12281 -177.79597 -1359.11012
910 -1082.92238 -178.40163 -1361.10087
920 -1084.42656 -178.90556 -1363.63961
930 -1088.19248 -178.92186 -1365.66759
940 -1091.57185 -178.72308 -1367.17791
950 -1093.66062 -179.05383 -1366.87626
960 -1094.68047 -178.89599 -1368.86517
970 -1095.86044 -178.71485 -1371.08296
980 -1097.84733 -178.56457 -1370.05108
990 -1099.16682 -179.40406 -1371.48468
1000 -1103.75524 -180.10303 -1381.21760
1010 -1118.22952 -180.98822 -1404.83311
1020 -1129.96234 -174.62946 -1411.12971
1030 -1133.28498 -175.25043 -1408.97421
1040 -1134.97830 -177.26235 -1408.51630
1050 -1136.13981 -175.85051 -1410.20224
1060 -1137.19251 -175.92445 -1411.18627
1070 -1138.53067 -174.87153 -1413.46064
1080 -1139.38937 -173.73525 -1416.17655
1090 -1140.12990 -173.25340 -1415.87342
1100 -1140.65692 -174.41910 -1415.48605
1110 -1141.68521 -174.46584 -1416.33879
1120 -1142.50482 -174.44450 -1417.43375
1130 -1143.07312 -174.56843 -1417.57922
1140 -1144.37366 -174.79661 -1420.05777
1150 -1145.48639 -174.08862 -1420.97109
1160 -1146.37419 -174.90183 -1421.13043
1170 -1149.68564 -179.18092 -1424.98931
1180 -1156.93148 -178.43858 -1437.61029
1190 -1166.55030 -171.05203 -1454.18655
1200 -1172.98426 -171.24712 -1459.67316
1210 -1174.51531 -171.80366 -1459.91618
1220 -1175.58902 -172.52826 -1459.81795
1230 -1177.52977 -173.34157 -1460.75186
1240 -1180.53309 -171.98577 -1466.99198
1250 -1183.38901 -170.23865 -1472.29515
1260 -1186.12683 -170.71302 -1473.57266
1270 -1187.75537 -171.74820 -1472.66857
1280 -1189.81504 -171.73741 -1472.36503
1290 -1190.66577 -171.22077 -1473.30953
1300 -1191.41945 -171.07268 -1474.34980
1310 -1191.96085 -170.86678 -1474.30987
1320 -1192.47894 -170.86362 -1474.92085
1330 -1192.93802 -170.53707 -1475.53250
1340 -1193.30708 -170.50585 -1475.98234
1350 -1193.45479 -170.68138 -1475.95923
1360 -1193.62468 -170.39846 -1476.95008
1370 -1193.72622 -170.72400 -1476.74128
1380 -1193.81851 -170.54608 -1476.64110
1390 -1193.88995 -170.60040 -1476.48544
1400 -1194.11117 -170.97455 -1476.62372
1410 -1194.24707 -170.66216 -1477.14235
1420 -1194.26761 -170.68145 -1477.11088
1430 -1194.45423 -170.86692 -1477.24935
1440 -1194.52905 -170.77486 -1477.51892
1450 -1194.54923 -170.68767 -1477.66824
1460 -1194.56420 -170.68951 -1477.57190
1470 -1194.57600 -170.66672 -1477.63556
1480 -1194.59363 -170.62724 -1477.61742
1490 -1194.74434 -170.87907 -1477.17000
1500 -1194.80087 -170.85301 -1477.36554
